sample_name	shannon_diversity	env_biome	env_package	empo_4	empo_v2_4b	elevation	ph	water_content
13114.pinto.63.s006	4.463035362924686	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	65.0	not applicable	not applicable
13114.pinto.63.s007	2.0061286736893984	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	29.0	not applicable	not applicable
13114.pinto.63.s008	1.907323722224019	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	29.0	not applicable	not applicable
13114.pinto.63.s009	5.829296580699798	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	29.0	not applicable	not applicable
13114.pinto.63.s010	5.757082978708722	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	29.0	not applicable	not applicable
13114.pinto.63.s011	3.1160299737697263	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	44.0	not applicable	not applicable
13114.pinto.63.s012	4.364489613775425	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	44.0	not applicable	not applicable
13114.pinto.63.s013	3.552305712301034	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	44.0	not applicable	not applicable
13114.pinto.63.s014	4.442388750107029	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	44.0	not applicable	not applicable
13114.pinto.63.s015	2.188094429464477	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	42.0	not applicable	not applicable
13114.pinto.63.s016	3.043845087375413	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	42.0	not applicable	not applicable
13114.pinto.63.s017	2.723937561976886	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	42.0	not applicable	not applicable
13114.pinto.63.s018	5.348275370789075	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	42.0	not applicable	not applicable
13114.pinto.63.s019	2.8787931511196367	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	68.0	not applicable	not applicable
13114.pinto.63.s020	2.402845558416694	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	68.0	not applicable	not applicable
13114.pinto.63.s021	4.255535863636909	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	68.0	not applicable	not applicable
13114.pinto.63.s022	2.247883793943964	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	75.0	not applicable	not applicable
13114.pinto.63.s023	1.153008679822421	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	75.0	not applicable	not applicable
13114.pinto.63.s024	6.718066539992111	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	75.0	not applicable	not applicable
13114.pinto.63.s025	7.099086730859366	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	75.0	not applicable	not applicable
13114.pinto.63.s026	4.169838136002911	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	51.0	not applicable	not applicable
13114.pinto.63.s027	2.169481910123805	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	51.0	not applicable	not applicable
13114.pinto.63.s028	3.526586847100699	tropical broadleaf forest biome	host-associated	Plant corpus (non-saline)	Plant corpus (non-saline)	51.0	not applicable	not applicable
13114.rohwer.84.s001	8.414600921186336	tundra biome	soil	Soil (non-saline)	Soil (non-saline)	0.0	not applicable	not applicable
13114.rohwer.84.s002	7.333228363123876	tundra biome	soil	Soil (non-saline)	Soil (non-saline)	0.0	not applicable	not applicable
13114.rohwer.84.s003	7.3911883062589405	tundra biome	soil	Soil (non-saline)	Soil (non-saline)	0.0	not applicable	not applicable
13114.rohwer.84.s004	7.13038810826759	tundra biome	soil	Soil (non-saline)	Soil (non-saline)	0.0	not applicable	not applicable
13114.rohwer.84.s006.rep1		tundra biome	soil			0.0	not applicable	not applicable
13114.rohwer.84.s007	8.43314600133412	tundra biome	soil	Soil (non-saline)	Soil (non-saline)	0.0	not applicable	not applicable
13114.rohwer.84.s008	8.891124249426301	tundra biome	soil	Soil (non-saline)	Soil (non-saline)	0.0	not applicable	not applicable
13114.rohwer.85.s001	3.3157475145699307	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s002	4.679831395253212	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s003	5.006182375532553	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s004	4.038359056306821	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s005	3.5519473015938403	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s006	2.9941433777742	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s007	4.017217830465102	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s008	2.1898573827867054	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s010	3.214802090856145	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s011	4.572720052108981	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s012	3.75848399213579	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s013	4.378619758003474	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s016	2.439224334017398	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s017	4.597189555873825	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s018	3.523859849558754	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s019	3.0870878319687574	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s020	4.705259302197978	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s021	2.0235069719060603	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s022	0.6624663135930761	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s023	1.22194003956107	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s024	1.1236566058877688	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.85.s027	2.779603709193068	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.86.s001	6.8287565332791065	marine benthic biome	microbial mat/biofilm	Surface (saline)	Surface (saline)	0.0	not applicable	not applicable
13114.rohwer.86.s002	2.277455416536689	marine benthic biome	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.rohwer.86.s003	2.7746264523931146	marine benthic biome	microbial mat/biofilm	Surface (saline)	Surface (saline)	0.0	not applicable	not applicable
13114.roy.chowdhury.45.s001	7.626671426719188	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	4.0	7.3	0.122
13114.roy.chowdhury.45.s002	7.758153978866565	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	4.0	7.49	0.128
13114.roy.chowdhury.45.s003	6.874500032136623	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	2.0	8.12	0.316
13114.roy.chowdhury.45.s004	5.435230655550949	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	2.0	8.24	0.258
13114.roy.chowdhury.45.s008	7.528992261738812	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	3.0	6.58	0.156
13114.roy.chowdhury.45.s012	7.669656218885193	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	4.0	7.35	0.17
13114.roy.chowdhury.45.s016	5.658102917768289	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	2.0	7.7	0.25
13114.roy.chowdhury.45.s018	5.780233998728118	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	3.0	6.93	0.114
13114.roy.chowdhury.45.s019	5.816800518223041	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	4.0	6.75	0.104972376
13114.roy.chowdhury.45.s021	6.681526439062228	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	3.0	6.61	0.081
13114.roy.chowdhury.45.s022	7.174629820344571	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	3.0	6.52	0.177
13114.roy.chowdhury.45.s024	6.567749036103201	marine salt marsh biome	soil	Soil (saline)	Soil (saline)	3.0	6.95	0.105
13114.sandin.54.s003	5.974663234435986	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s004	7.0288948707319925	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s006	5.3886868981811	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s007	2.4852342188944605	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s008	2.9244990491792966	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s009	0.7493921692870543	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s010	1.102180263465359	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s011	4.27150611835703	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s012	5.739256686838179	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s013	4.943596333951339	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s014	4.328564488585056	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.sandin.54.s015	3.7183731664061255	marine biome	host-associated	Animal proximal gut (saline)	Animal proximal gut (saline)	0.0	not applicable	not applicable
13114.schmidt.56.s001	7.861598259526308	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5110.0	7.99	1.214574899
13114.schmidt.56.s003	7.3905164968767325	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5110.0	8.1	4.184100418
13114.schmidt.56.s004	7.29483315119614	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5110.0	8.03	2.880658436
13114.schmidt.56.s007	7.566926117138591	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5110.0	8.14	2.208835341
13114.schmidt.56.s014	9.371835763012632	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5090.0	7.63	18.52678571
13114.schmidt.56.s015	8.007602005850403	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5000.0	8.51	2.371541502
13114.schmidt.56.s016	7.575737981365756	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5000.0	8.38	3.167420814
13114.schmidt.56.s020	8.00713711550979	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5000.0	8.04	1.895734597
13114.schmidt.56.s022	8.232670145185184	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5000.0	8.06	4.824561404
13114.schmidt.56.s024	8.595582856626574	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5000.0	7.71	19.40298507
13114.schmidt.56.s025	8.564621851729271	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5000.0	7.53	22.58064516
13114.schmidt.56.s026	8.862872652943045	desert biome	soil	Soil (non-saline)	Soil (non-saline)	5000.0	7.82	24.23076923
13114.seedorf.71.s002	9.161538763120488	cropland biome	soil	Soil (non-saline)	Soil (non-saline)	19.0	not applicable	not applicable
13114.seedorf.71.s004	9.628551365752458	urban biome	soil	Soil (non-saline)	Soil (non-saline)	50.0	not applicable	not applicable
13114.seedorf.71.s005	8.513907096326026	urban biome	soil	Soil (non-saline)	Soil (non-saline)	50.0	not applicable	not applicable
13114.seedorf.71.s006	8.835128260845241	cropland biome	soil	Soil (non-saline)	Soil (non-saline)	19.0	not applicable	not applicable
13114.seedorf.71.s007	9.378196936569626	cropland biome	soil	Soil (non-saline)	Soil (non-saline)	19.0	not applicable	not applicable
13114.seedorf.71.s008	9.15100154431628	cropland biome	soil	Soil (non-saline)	Soil (non-saline)	19.0	not applicable	not applicable
13114.seedorf.71.s011	8.561068305388703	urban biome	soil	Soil (non-saline)	Soil (non-saline)	6.7	not applicable	not applicable
13114.shade.23.s001	7.449327484788029	anthropogenic terrestrial biome	soil	Soil (non-saline)	Soil (non-saline)	465.0	4.6	not applicable
13114.shade.23.s003	7.7536055199416865	anthropogenic terrestrial biome	soil	Soil (non-saline)	Soil (non-saline)	466.0	4.4	not applicable
13114.shade.23.s004	5.353118982561624	anthropogenic terrestrial biome	soil	Soil (non-saline)	Soil (non-saline)	476.0	4.9	not applicable
13114.shade.23.s005	7.051465645891575	anthropogenic terrestrial biome	soil	Soil (non-saline)	Soil (non-saline)	481.0	6.3	not applicable
13114.shade.23.s006	6.602029909791215	anthropogenic terrestrial biome	soil	Soil (non-saline)	Soil (non-saline)	475.0	5.9	not applicable
13114.shade.23.s007	8.126213740274512	anthropogenic terrestrial biome	soil	Soil (non-saline)	Soil (non-saline)	480.0	6.2	not applicable
13114.shade.23.s008	9.467837964874564	anthropogenic terrestrial biome	soil	Soil (non-saline)	Soil (non-saline)	482.0	5.7	not applicable
13114.shade.23.s010	6.026786400067002	anthropogenic terrestrial biome	soil	Soil (non-saline)	Soil (non-saline)	465.0	5.5	not applicable
13114.smith.39.s001	6.497532460760555	marine reef biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.smith.39.s002	9.086661124681688	marine reef biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.smith.39.s003	7.283603104686628	marine reef biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.smith.39.s004	8.329251772742623	marine reef biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.smith.39.s005	9.457121242563248	marine reef biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.smith.39.s006	4.579770252443191	marine reef biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.smith.39.s007	8.804760408001837	marine reef biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.smith.39.s008	9.199473996008756	marine reef biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.song.51.s001	5.397843710494089	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s002	4.970180844922159	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s003	5.824569065219298	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s004	4.465916514318371	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s005	4.908466873027633	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s006	4.710515257766551	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s007	1.9317483432396747	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s008	7.200952542274003	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s009	4.632324936817785	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s010	4.5624157535514485	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s011	4.601210159407214	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s012	4.936204661314089	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s013	5.400109673453428	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s014	2.168367767198002	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.51.s015	6.294660871906341	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s016	6.771733014521954	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s017	7.302587523149081	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s018	6.265274023488548	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s019	6.83275334749018	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.51.s020	4.9714779511612335	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s001	4.926567000355045	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.52.s002	5.071117839753389	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.52.s003	4.985844677510411	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.52.s004	5.9416799052012665	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s005	4.908897736018799	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s006	5.546154293560173	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s007	4.1627106523192365	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s008	1.891364520887452	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s009	6.195414936647142	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s010	2.0430877223402693	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s011	5.079290994316026	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.52.s012	3.598492613457492	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.52.s013	3.7463783899407024	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.52.s014	4.850572486612435	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.52.s015	4.725179081258623	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s001	6.372288328907628	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s002	1.7577099248285764	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s003	5.243582037583843	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s004	6.406980925716188	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s005	2.156725898123305	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s006	2.7345701539667995	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s007	1.939183772168023	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.53.s008	5.972656311409931	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.53.s009	4.077475395156582	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.53.s010	1.747354737031064	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s011	2.086331944572251	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s012	1.759449079550145	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.53.s013	2.820557396201944	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.53.s014	3.946047036989883	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.53.s015	1.6830731244718369	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	16.0	not applicable	not applicable
13114.song.75.s001	4.556716055830674	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.75.s002	2.7631499045599943	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	283.0	not applicable	not applicable
13114.song.75.s003	3.282752392915105	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	1.6	not applicable	not applicable
13114.song.75.s004	3.887264579333719	urban biome	host-associated	Animal distal gut (non-saline)	Animal distal gut (non-saline)	1.6	not applicable	not applicable
13114.stegen.36.s001	8.464565615682178	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	240.0	not applicable	not applicable
13114.stegen.36.s004	8.960839101523279	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	241.0	not applicable	not applicable
13114.stegen.36.s007	8.697980864885164	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	243.0	not applicable	not applicable
13114.stegen.36.s008	7.664472100061106	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	243.0	not applicable	not applicable
13114.stegen.36.s012	7.9268358933331005	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	244.0	not applicable	not applicable
13114.stegen.36.s013	8.048200693751339	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	245.0	not applicable	not applicable
13114.stegen.37.s001	9.653764556556675	freshwater biome	sediment	Sediment (non-saline)	Sediment (non-saline)	123.0	not applicable	not applicable
13114.stegen.37.s003	9.402280145113512	freshwater biome	sediment	Sediment (non-saline)	Sediment (non-saline)	123.0	not applicable	not applicable
13114.stegen.37.s008	9.851930944522952	freshwater biome	sediment	Sediment (non-saline)	Sediment (non-saline)	123.0	not applicable	not applicable
13114.stegen.37.s010	9.674187568274958	freshwater biome	sediment	Sediment (non-saline)	Sediment (non-saline)	123.0	not applicable	not applicable
13114.stegen.38.s001	6.072801257102943	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	248.642813	3.183333333	0.627130918
13114.stegen.38.s005	6.222064265502847	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	256.4909619	3.243333333	0.660746875
13114.stegen.38.s006	8.74268911078536	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	258.05837760000003	4.116666667	0.733943309
13114.stegen.38.s008	9.077445748275164	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	248.608562	4.38	0.916642353
13114.stegen.38.s009	8.726516051190217	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	249.2763877	3.38	0.927035747
13114.stegen.38.s011	7.974198438934834	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	254.2850805	4.64	0.735494991
13114.stegen.38.s013	8.96822493076812	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	247.976081	4.42	0.75513919
13114.stegen.38.s014	9.042954368226358	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	248.742415	3.966666667	0.870975839
13114.stegen.38.s015	8.529100786872345	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	250.275083	3.553333333	0.793636294
13114.stegen.38.s017	8.480397296887514	subpolar coniferous forest biome	soil	Soil (non-saline)	Soil (non-saline)	259.9729385	4.053333333	0.744588213
13114.stewart.26.s001	5.910066769157352	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.stewart.26.s002	6.522815892244742	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.stewart.26.s003	6.525056917973743	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.stewart.26.s004	6.065954171316903	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.stewart.26.s005	4.791118385064644	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.stewart.26.s006	6.602167677230632	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.stewart.26.s007	6.739058189330559	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.stewart.26.s008	6.460479201754949	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.77.s001	6.745200939053338	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.77.s002	7.057971006626815	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.77.s003	6.9603363147417525	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.77.s004	4.56139345763839	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.77.s005	5.345026437998949	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.77.s006	4.871344546026418	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.77.s007	5.671665103905219	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.77.s008	6.564311068326782	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
