sample_name	shannon_diversity	env_biome	env_package	empo_4	empo_v2_4b	elevation	ph	water_content
13114.tait.77.s009	6.345188766247232	marine pelagic biome	water	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.tait.78.s001	8.964035416019088	marine sediment	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.tait.78.s002	9.543557883001904	marine sediment	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.tait.78.s003	9.479845809382992	marine sediment	sediment	Sediment (saline)	Sediment (saline)	0.0	not applicable	not applicable
13114.thomas.18.s001	2.251817464679358	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s002	3.819688184860536	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s003	3.602565074732364	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s004	4.167446249048605	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s007	4.030731143138047	marine subtidal rocky reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s008	3.1151954610383448	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s009	1.0275611218629328	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s010	0.9467442817776172	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s011	5.174310711077726	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s012	4.725244035180292	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s013	3.443776291427059	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s014	4.790609007808857	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s015	4.099597973945734	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s016	3.17881405157701	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s018	3.8669023604583073	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s019	3.978935804570898	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s020	5.011901216069405	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s021	4.992145350317899	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s023	4.729231296506028	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s024	4.841943506884192	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s025	5.202736566067795	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s026	3.062890628190316	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s027	3.023520269981676	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s028	3.109362780780366	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s029	2.571146523238606	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s030	2.8084823728716137	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s031	3.4435523542460613	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s032	2.595529105196573	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s033	3.071715499297268	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s035	0.574362229902924	marine subtidal rocky reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s036	0.4241664467668207	marine subtidal rocky reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s037	1.148739372870085	marine subtidal rocky reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s038	2.076152712983431	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s039	5.748688490418812	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s041	4.622109917956728	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s043	4.003178841253576	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s044	5.246930062284289	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s045	2.5213294665817605	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s046	3.897200492453112	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s047	3.458109664165004	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s048	3.537086541728426	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s049	4.193344094382534	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s050	6.351898895758241	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s051	3.5418560760029125	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s052	4.451193257565545	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s053	3.6079560086042255	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s054	2.870832117869196	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s055	2.5387469869944463	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s056	2.73846468793822	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.18.s057	2.551604374417729	marine coral reef biome	host-associated	Animal corpus (saline)	Animal corpus (saline)	0.0	not applicable	not applicable
13114.thomas.19.s001	4.412230225177523	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s002	5.7002158421020495	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s003	8.14061104881842	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s004	5.156595925417894	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s005	6.279284346077386	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s006	3.5025634754959167	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s007	6.077579168200121	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s009	4.707056889248584	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s010	5.088559920725041	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s011	3.0962849391765817	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s013	7.135683215268486	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s014	8.106374676266688	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s016	6.600535164123328	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s018	6.152375660859034	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s020	6.465679779373597	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s022	8.474171781398704	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s024	7.565507652923511	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s025	5.102618633514158	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s026	5.9571420331840255	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s050	5.834424479859475	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s051	5.802813536432859	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s052	8.35894507737389	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s053	6.332473747884779	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s054	5.7377829657704575	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s055	3.388251905598486	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s056	7.429897411978968	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s057	6.049224780018679	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s058	4.567519391135333	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s059	6.667320624520961	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s060	6.447017654257492	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s061	7.544970063118825	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s062	5.970475530822761	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s063	5.843825483498197	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.thomas.19.s064	6.867204715214374	marine benthic biome	host-associated	Plant surface (saline)	Plant surface (saline)	0.0	not applicable	not applicable
13114.tucker.58.s006	2.1976668313727017	dense settlement biome	misc environment	Subsurface (non-saline)	Subsurface (non-saline)	952.0	not applicable	not applicable
13114.tucker.58.s008	5.529997736993926	dense settlement biome	misc environment	Subsurface (non-saline)	Subsurface (non-saline)	952.0	not applicable	not applicable
13114.tucker.58.s010	5.73034997518258	dense settlement biome	misc environment	Subsurface (non-saline)	Subsurface (non-saline)	952.0	not applicable	not applicable
13114.tucker.58.s012	3.345391177568042	dense settlement biome	misc environment	Water (non-saline)	Water (non-saline)	136.1	not applicable	not applicable
13114.tucker.58.s013	4.722611138927968	dense settlement biome	misc environment	Water (non-saline)	Water (non-saline)	81.56	not applicable	not applicable
13114.tucker.58.s014	5.682854064271168	dense settlement biome	misc environment	Water (non-saline)	Water (non-saline)	66.05	not applicable	not applicable
13114.tucker.58.s016	4.389362366093872	dense settlement biome	misc environment	Water (non-saline)	Water (non-saline)	46.6	not applicable	not applicable
13114.uren.82.s001	3.0950723421245305	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s002	4.5136687476588895	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s003	3.976410845424116	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s004	2.3766191090834794	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s005	2.630213889296436	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s006	3.230828006155764	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s008	2.282014086196196	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s009	1.0570495045416737	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s010	3.779634712261344	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s011	3.1545397665363293	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.uren.82.s012	5.010127897276032	subpolar coniferous forest biome	plant-associated	Fungus corpus (non-saline)	Fungus corpus (non-saline)	275.0	not applicable	not applicable
13114.zaneveld.9.s005	1.27334269002492	marine reef biome	host-associated	Animal secretion (saline)	Animal secretion (saline)	0.0	not applicable	not applicable
13114.zaneveld.9.s006	4.052200691344238	marine reef biome	host-associated	Animal secretion (saline)	Animal secretion (saline)	0.0	not applicable	not applicable
13114.zaneveld.9.s007	1.7100216330343043	marine reef biome	host-associated	Animal secretion (saline)	Animal secretion (saline)	0.0	not applicable	not applicable
13114.zaneveld.9.s008	1.4390478300449807	marine reef biome	host-associated	Animal secretion (saline)	Animal secretion (saline)	0.0	not applicable	not applicable
13114.zaneveld.9.s014	3.144388798379188	marine reef biome	host-associated	Animal secretion (saline)	Animal secretion (saline)	0.0	not applicable	not applicable
13114.zaneveld.9.s017	2.1192566451760477	marine reef biome	host-associated	Animal secretion (saline)	Animal secretion (saline)	0.0	not applicable	not applicable
13114.zaneveld.9.s019	1.3374072517572857	marine reef biome	host-associated	Animal secretion (saline)	Animal secretion (saline)	0.0	not applicable	not applicable
13114.zaneveld.9.s021	4.900920108881551	marine reef biome	host-associated	Water (saline)	Water (saline)	0.0	not applicable	not applicable
13114.zaneveld.9.s022	6.775111273625019	marine reef biome	host-associated	Water (saline)	Water (saline)	0.0	not applicable	not applicable
